timestamp,spot_id,wave_height_min,wave_height_max,swell_period,swell_height,swell_direction,power,wave_probability,raw,source
1788195600,5842041f4e65fad6a7708e1b,1.2,1.5,13,1.01301,214.1156,209.15974,100.0,"{""timestamp"": 1788195600, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 1.2, ""max"": 1.5, ""plus"": false, ""humanRelation"": ""Chest to head"", ""raw"": {""min"": 1.23, ""max"": 1.47}, ""optimalScore"": 2}, ""power"": 209.15974, ""swells"": [{""height"": 1.01301, ""period"": 13, ""impact"": 0.5225, ""power"": 180.57236, ""direction"": 214.1156, ""directionMin"": 204.33068, ""optimalScore"": 1}, {""height"": 0.85376, ""period"": 7, ""impact"": 0.3534, ""power"": 26.04791, ""direction"": 277.45343, ""directionMin"": 267.21057, ""optimalScore"": 0}, {""height"": 0.38818, ""period"": 8, ""impact"": 0.124, ""power"": 2.53947, ""direction"": 180.89685, ""directionMin"": 174.73816, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
1788199200,5842041f4e65fad6a7708e1b,1.2,1.5,13,0.99631,214.38855,193.79549,100.0,"{""timestamp"": 1788199200, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 1.2, ""max"": 1.5, ""plus"": false, ""humanRelation"": ""Chest to head"", ""raw"": {""min"": 1.28, ""max"": 1.53}, ""optimalScore"": 2}, ""power"": 193.79549, ""swells"": [{""height"": 0.99631, ""period"": 13, ""impact"": 0.5248, ""power"": 166.86309, ""direction"": 214.38855, ""directionMin"": 204.590435, ""optimalScore"": 1}, {""height"": 0.83345, ""period"": 7, ""impact"": 0.3488, ""power"": 24.40135, ""direction"": 277.64264, ""directionMin"": 267.359895, ""optimalScore"": 0}, {""height"": 0.38169, ""period"": 8, ""impact"": 0.1265, ""power"": 2.53105, ""direction"": 179.62445, ""directionMin"": 173.953185, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
1788202800,5842041f4e65fad6a7708e1b,1.2,1.5,13,0.98229,214.8277,181.31015,100.0,"{""timestamp"": 1788202800, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 1.2, ""max"": 1.5, ""plus"": false, ""humanRelation"": ""Chest to head"", ""raw"": {""min"": 1.28, ""max"": 1.53}, ""optimalScore"": 2}, ""power"": 181.31015, ""swells"": [{""height"": 0.98229, ""period"": 13, ""impact"": 0.5213, ""power"": 155.50402, ""direction"": 214.8277, ""directionMin"": 204.99999499999998, ""optimalScore"": 1}, {""height"": 0.81602, ""period"": 7, ""impact"": 0.3468, ""power"": 22.97386, ""direction"": 278.23041, ""directionMin"": 268.09404, ""optimalScore"": 0}, {""height"": 0.39491, ""period"": 8, ""impact"": 0.1319, ""power"": 2.83227, ""direction"": 180.5509, ""directionMin"": 174.56094000000002, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
1788206400,5842041f4e65fad6a7708e1b,1.2,1.5,12,0.99696,214.00507,188.70039,100.0,"{""timestamp"": 1788206400, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 1.2, ""max"": 1.5, ""plus"": false, ""humanRelation"": ""Chest to head"", ""raw"": {""min"": 1.25, ""max"": 1.5}, ""optimalScore"": 2}, ""power"": 188.70039, ""swells"": [{""height"": 0.99696, ""period"": 12, ""impact"": 0.5411, ""power"": 164.50092, ""direction"": 214.00507, ""directionMin"": 204.01450499999999, ""optimalScore"": 1}, {""height"": 0.80454, ""period"": 7, ""impact"": 0.3523, ""power"": 22.55792, ""direction"": 278.75226, ""directionMin"": 268.53817, ""optimalScore"": 0}, {""height"": 0.34471, ""period"": 8, ""impact"": 0.1066, ""power"": 1.64155, ""direction"": 177.4137, ""directionMin"": 171.431365, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
1788210000,5842041f4e65fad6a7708e1b,1.2,1.5,12,0.97694,215.20917,176.23736,100.0,"{""timestamp"": 1788210000, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 1.2, ""max"": 1.5, ""plus"": false, ""humanRelation"": ""Chest to head"", ""raw"": {""min"": 1.23, ""max"": 1.47}, ""optimalScore"": 2}, ""power"": 176.23736, ""swells"": [{""height"": 0.97694, ""period"": 12, ""impact"": 0.5252, ""power"": 152.5909, ""direction"": 215.20917, ""directionMin"": 205.31586, ""optimalScore"": 1}, {""height"": 0.79198, ""period"": 7, ""impact"": 0.3421, ""power"": 20.86749, ""direction"": 279.35052, ""directionMin"": 268.88888000000003, ""optimalScore"": 0}, {""height"": 0.38984, ""period"": 8, ""impact"": 0.1326, ""power"": 2.77897, ""direction"": 178.72614, ""directionMin"": 173.11985499999997, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
1788213600,5842041f4e65fad6a7708e1b,1.2,1.5,12,1.04411,210.27094,224.82214,100.0,"{""timestamp"": 1788213600, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 1.2, ""max"": 1.5, ""plus"": false, ""humanRelation"": ""Chest to head"", ""raw"": {""min"": 1.23, ""max"": 1.47}, ""optimalScore"": 2}, ""power"": 224.82214, ""swells"": [{""height"": 1.04411, ""period"": 12, ""impact"": 0.6122, ""power"": 202.19621, ""direction"": 210.27094, ""directionMin"": 198.827575, ""optimalScore"": 1}, {""height"": 0.78257, ""period"": 7, ""impact"": 0.3878, ""power"": 22.62593, ""direction"": 279.77271, ""directionMin"": 268.9312, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
1788217200,5842041f4e65fad6a7708e1b,0.9,1.4,12,1.03044,209.96442,217.438,100.0,"{""timestamp"": 1788217200, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 0.9, ""max"": 1.4, ""plus"": false, ""humanRelation"": ""Waist to shoulder"", ""raw"": {""min"": 1.17, ""max"": 1.4}, ""optimalScore"": 2}, ""power"": 217.438, ""swells"": [{""height"": 1.03044, ""period"": 12, ""impact"": 0.6115, ""power"": 195.40147, ""direction"": 209.96442, ""directionMin"": 198.508805, ""optimalScore"": 1}, {""height"": 0.77748, ""period"": 7, ""impact"": 0.3885, ""power"": 22.03653, ""direction"": 280.08289, ""directionMin"": 268.935425, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
1788220800,5842041f4e65fad6a7708e1b,0.9,1.4,12,1.02129,210.06232,210.78307,100.0,"{""timestamp"": 1788220800, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 0.9, ""max"": 1.4, ""plus"": false, ""humanRelation"": ""Waist to shoulder"", ""raw"": {""min"": 1.15, ""max"": 1.37}, ""optimalScore"": 2}, ""power"": 210.78307, ""swells"": [{""height"": 1.02129, ""period"": 12, ""impact"": 0.6147, ""power"": 190.31959, ""direction"": 210.06232, ""directionMin"": 198.28212, ""optimalScore"": 1}, {""height"": 0.75707, ""period"": 7, ""impact"": 0.3853, ""power"": 20.46348, ""direction"": 280.02899, ""directionMin"": 268.72546, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
1788224400,5842041f4e65fad6a7708e1b,0.9,1.4,12,0.89356,217.82697,139.13723,100.0,"{""timestamp"": 1788224400, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 0.9, ""max"": 1.4, ""plus"": false, ""humanRelation"": ""Waist to shoulder"", ""raw"": {""min"": 1.04, ""max"": 1.35}, ""optimalScore"": 2}, ""power"": 139.13723, ""swells"": [{""height"": 0.89356, ""period"": 12, ""impact"": 0.5099, ""power"": 117.27304, ""direction"": 217.82697, ""directionMin"": 207.88925999999998, ""optimalScore"": 1}, {""height"": 0.73913, ""period"": 7, ""impact"": 0.3274, ""power"": 16.34696, ""direction"": 279.81329, ""directionMin"": 268.45034499999997, ""optimalScore"": 0}, {""height"": 0.46838, ""period"": 9, ""impact"": 0.1627, ""power"": 5.51723, ""direction"": 180.57324, ""directionMin"": 174.369995, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
1788228000,5842041f4e65fad6a7708e1b,0.9,1.4,11,0.88993,217.711,123.72599,100.0,"{""timestamp"": 1788228000, ""probability"": 100, ""utcOffset"": -7, ""surf"": {""min"": 0.9, ""max"": 1.4, ""plus"": false, ""humanRelation"": ""Waist to shoulder"", ""raw"": {""min"": 1.01, ""max"": 1.31}, ""optimalScore"": 2}, ""power"": 123.72599, ""swells"": [{""height"": 0.88993, ""period"": 11, ""impact"": 0.5081, ""power"": 103.20307, ""direction"": 217.711, ""directionMin"": 207.75021, ""optimalScore"": 0}, {""height"": 0.72413, ""period"": 7, ""impact"": 0.3304, ""power"": 15.55364, ""direction"": 279.37408, ""directionMin"": 267.78639, ""optimalScore"": 0}, {""height"": 0.44983, ""period"": 9, ""impact"": 0.1615, ""power"": 4.96928, ""direction"": 178.02112, ""directionMin"": 172.76353, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}, {""height"": 0, ""period"": 0, ""impact"": 0, ""power"": 0, ""direction"": 0, ""directionMin"": 0, ""optimalScore"": 0}]}",surfline
